"Name","FileName","StartFrame","EndFrame","FaceFreezeFrame","Speed","TransitionInMs","TransitionOutMs","AutoFadeMs","Looping","Priority"
"ShotgunGirlBrawloweenReload","shelly_witch_redux_reload.glb",1,-1,,,,,100,,"hips_s#0+L_upperLeg_s#0+R_upperLeg_s#0+R_clavicle_s#4+R_shoulder_s#4+R_elbow_s#4+R_forearm_twist_s#4+R_wrist_s#4+L_clavicle_s#4+L_shoulder_s#4+L_elbow_s#4+L_forearm_twist_s#4+L_wrist_s#4"
"ShotgunGirlBrawloweenSecondary","shelly_witch_redux_attack.glb",1,5,,,,,,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ShotgunGirlBrawloweenWalk","shelly_witch_redux_walk.glb",1,30,,,100,100,,"TRUE",1
"ShotgunGirlBrawloweenWin","shelly_witch_redux_win.glb",1,119,,,,,,,5
"ShotgunGirlBrawloweenWinloop","shelly_witch_redux_win.glb",120,153,,,,,,"TRUE",1
"ShotgunGirloldschoolIdle","shelly_xmas_idle.glb",,-1,,,100,100,,"TRUE",
"ShotgunGirloldschoolIntro","shelly_intro_pose.scw",,,,,,,,,
"ShotgunGirloldschoolLose","shelly_lose.scw",1,50,,,,,,,5
"ShotgunGirloldschoolLoseloop","shelly_lose.scw",50,130,,,,,,"TRUE",1
"ShotgunGirloldschoolPrimary","shelly_xmas_attack.glb",1,5,,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"ShotgunGirloldschoolProfile","shelly_win.scw",80,80,,,,,,"TRUE",
"ShotgunGirloldschoolPushback","shelly_pushback.scw",,-1,,,100,100,100,,5
"ShotgunGirloldschoolRecoil","shelly_xmas_attack.glb",6,20,,,,,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ShotgunGirloldschoolReload","shelly_xmas_idle.glb",1,-1,,,,,100,,"hips_s#0+L_upperLeg_s#0+R_upperLeg_s#0+R_clavicle_s#4+R_shoulder_s#4+R_elbow_s#4+R_forearm_twist_s#4+R_wrist_s#4+L_clavicle_s#4+L_shoulder_s#4+L_elbow_s#4+L_forearm_twist_s#4+L_wrist_s#4"
"ShotgunGirloldschoolSecondary","shelly_xmas_attack.glb",1,5,,,,,,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ShotgunGirloldschoolWalk","shelly_xmas_walk.glb",1,30,,,100,100,,"TRUE",1
"ShotgunGirloldschoolWin","shelly_xmas_win.glb",1,59,,,,,,,5
"ShotgunGirloldschoolWinloop","shelly_xmas_win.glb",60,102,,,,,,"TRUE",1
"ShotgunGirlPrincessIdle","shelly_princess_idle.glb",,-1,,,100,100,,"TRUE",
"ShotgunGirlPrincessIntro","shelly_intro_pose.scw",,,,,,,,,
"ShotgunGirlPrincessLose","shelly_princess_lose.glb",1,102,,,,,,,5
"ShotgunGirlPrincessLoseloop","shelly_princess_lose.glb",103,146,,,,,,"TRUE",1
"ShotgunGirlPrincessPrimary","shelly_princess_attack.glb",1,5,,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"ShotgunGirlPrincessProfile","shelly_princess_portrait.glb",80,80,,,,,,"TRUE",
"ShotgunGirlPrincessPushback","shelly_pushback.scw",,-1,,,100,100,100,,5
"ShotgunGirlPrincessRecoil","shelly_princess_attack.glb",6,20,,,,,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ShotgunGirlPrincessReload","shelly_princess_reload.glb",1,-1,,,,,100,,"hips_s#0+L_upperLeg_s#0+R_upperLeg_s#0+R_clavicle_s#4+R_shoulder_s#4+R_elbow_s#4+R_forearm_twist_s#4+R_wrist_s#4+L_clavicle_s#4+L_shoulder_s#4+L_elbow_s#4+L_forearm_twist_s#4+L_wrist_s#4"
"ShotgunGirlPrincessSecondary","shelly_princess_attack.glb",1,5,,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"ShotgunGirlPrincessWalk","shelly_princess_walk.glb",1,30,,,100,100,,"TRUE",1
"ShotgunGirlPrincessWin","shelly_princess_win.glb",1,131,,,,,,,5
"ShotgunGirlPrincessWinloop","shelly_princess_win.glb",132,169,,,,,,"TRUE",1
"SilencerDefaultAddonStarfishIdle","starfish_addon_idle.glb",-1,-1,,,,,,"TRUE",
"SilencerDefaultAddonStarfishSpawn","starfish_addon_spawn.glb",1,-1,,,,,200,,5
"SilencerDefaultAttack","otis_attack.glb",8,15,,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"SilencerDefaultEnv","otis_env.glb",1,300,,,,,,"TRUE",
"SilencerDefaultIdle","otis_idle.glb",1,60,,,100,100,,"TRUE",
"SilencerDefaultLose","otis_lose.glb",,158,,,,,,,
"SilencerDefaultLoseloop","otis_lose.glb",77,158,,,,,,"TRUE",
"SilencerDefaultPortrait","otis_portrait_cam.glb",60,-1,,,,,,"TRUE",
"SilencerDefaultPushback","pam_pushback.scw",,10,,,25,100,150,,
"SilencerDefaultRecoil","otis_attack.glb",12,23,,,,,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"SilencerDefaultReload","pam_reload.scw",,20,,,100,,100,,"hips_s#1+chest_s#4+spine_lower_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"SilencerDefaultSecondary","otis_super.glb",,5,,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"SilencerDefaultSecondaryRecoil","otis_super.glb",6,40,,,,,175,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"SilencerDefaultWalk","otis_walk.glb",1,29,,115,100,100,,"TRUE",1
"SilencerDefaultWin","otis_win.glb",,207,,,,,,,5
"SilencerDefaultWinloop","otis_winloop.glb",,67,,,,,,"TRUE",1
"SilencerOniAddonStarfishIdle","starfish_addon_idle.glb",,-1,,,,,,"TRUE",
"SilencerOniAddonStarfishSpawn","starfishphara_addon_spawn.glb",1,-1,,,,,200,,5
"SilencerOniAttack","otis_oni_attack.glb",8,15,,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"SilencerOniIdle","otis_oni_idle.glb",1,60,,,100,100,,"TRUE",
"SilencerOniLose","otis_oni_lose.glb",,158,,,,,,,
"SilencerOniLoseloop","otis_oni_lose.glb",122,182,,,,,,"TRUE",
"SilencerOniPortrait","otis_oni_portrait.glb",60,-1,,,,,,,
"SilencerOniRecoil","otis_oni_attack.glb",12,23,,,,,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"SilencerOniSecondary","otis_oni_super.glb",,5,,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"SilencerOniSecondaryRecoil","otis_oni_super.glb",6,40,,,,,175,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"SilencerOniWalk","otis_oni_walk.glb",1,29,,115,100,100,,"TRUE",1
"SilencerOniWin","otis_oni_win_120.glb",,711,,,,,,,5
"SilencerOniWinloop","otis_oni_win.glb",137,179,,,,,,"TRUE",1
"SilencerPharaohAddonStarfishIdle","starfishphara_addon_idle.glb",-1,-1,,,,,,"TRUE",
"SilencerPharaohAddonStarfishSpawn","starfishphara_addon_spawn.glb",1,-1,,,,,200,,5
"SilencerPharaohAttack","otis_phara_attack.glb",8,15,,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"SilencerPharaohIdle","otis_phara_idle.glb",1,60,,,100,100,,"TRUE",
"SilencerPharaohLose","otis_phara_lose.glb",,279,,,,,,,
"SilencerPharaohLoseloop","otis_phara_lose.glb",235,279,,,,,,"TRUE",
"SilencerPharaohPortrait","otis_phara_portrait_cam.glb",,-1,,,,,,"TRUE",
"SilencerPharaohRecoil","otis_phara_attack.glb",12,23,,,,,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"SilencerPharaohSecondary","otis_phara_super.glb",,5,,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"SilencerPharaohSecondaryRecoil","otis_phara_super.glb",6,40,,,,,175,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"SilencerPharaohWalk","otis_phara_walk.glb",1,29,,115,100,100,,"TRUE",1
"SilencerPharaohWin","otis_phara_win.glb",,248,,,,,,,5
"SilencerPharaohWinloop","otis_phara_win.glb",184,248,,,,,,"TRUE",1
"SnakeOilDarkcircusAttack","byron_attack.scw",1,5,-1,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"SnakeOilDarkcircusIdle","byron_darkcircus_idle.glb",1,59,-1,,120,120,,"TRUE",
"SnakeOilDarkcircusLose","byron_darkcircus_lose.glb",1,198,,,,,,,
"SnakeOilDarkcircusLoseloop","byron_darkcircus_lose.glb",164,198,,,,,,"TRUE",
"SnakeOilDarkcircusProfile","byron_win.scw",192,192,-1,,,,,,
"SnakeOilDarkcircusPushback","byron_pushback.scw",,-1,-1,,,,,,5
"SnakeOilDarkcircusRecoil","byron_attack.scw",5,30,-1,,,,120,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"SnakeOilDarkcircusSuper","byron_super.scw",1,5,-1,,,,,"TRUE","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"SnakeOilDarkcircusSuperRecoil","byron_super.scw",5,30,-1,,,,120,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"SnakeOilDarkcircusWalk","byron_walk.scw",1,-1,-1,,100,100,,"TRUE",1
"SnakeOilDarkcircusWin","byron_darkcircus_win_120.glb",1,635,,,,,,,
"SnakeOilDarkcircusWinloop","byron_darkcircus_win.glb",160,201,,,,,,"TRUE",
"SnakeOilVillainAttack","byron_villain_attack.glb",1,5,-1,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"SnakeOilVillainIdle","byron_villain_idle.glb",1,59,-1,,120,120,,"TRUE",
"SnakeOilVillainLose","byron_villain_lose.glb",1,186,,,,,,,
"SnakeOilVillainLoseloop","byron_villain_lose.glb",187,199,,,,,,"TRUE",
"SnakeOilVillainProfile","byron_villain_portrait.glb",1,1,-1,,,,,,
"SnakeOilVillainPushback","byron_villain_pushback.glb",,-1,-1,,,,,,5
"SnakeOilVillainRecoil","byron_villain_attack.glb",5,30,-1,,,,120,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"SnakeOilVillainSuper","byron_villain_super.glb",1,5,-1,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"SnakeOilVillainSuperRecoil","byron_villain_super.glb",5,30,-1,,,,120,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"SnakeOilVillainWalk","byron_villain_walk.glb",1,-1,-1,,100,100,,"TRUE",1
"SnakeOilVillainWin","byron_villain_win_120..glb",1,624,,,,,,,
"SnakeOilVillainWinloop","byron_villain_win.glb",157,-1,,,,,,"TRUE",
"SnakeOilWizardAttack","byron_wizard_attack.glb",1,5,-1,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"SnakeOilWizardIdle","byron_wizard_idle.glb",1,59,-1,,120,120,,"TRUE",
"SnakeOilWizardLose","byron_wizard_lose.glb",1,190,,,,,,,
"SnakeOilWizardLoseloop","byron_wizard_lose.glb",144,190,,,,,,"TRUE",
"SnakeOilWizardProfile","byron_wizard_win.glb",192,192,-1,,,,,,
"SnakeOilWizardPushback","byron_wizard_pushback.glb",,-1,-1,,,,,,5
"SnakeOilWizardRecoil","byron_wizard_attack.glb",5,30,-1,,,,120,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"SnakeOilWizardSuper","byron_wizard_super.glb",1,5,-1,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"SnakeOilWizardSuperRecoil","byron_wizard_super.glb",5,30,-1,,,,120,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"SnakeOilWizardWalk","byron_wizard_walk.glb",1,-1,-1,,100,100,,"TRUE",1
"SnakeOilWizardWin","byron_wizard_win.glb",1,111,,,,,,,
"SnakeOilWizardWinloop","byron_wizard_win.glb",112,-1,,,,,,"TRUE",
"SniperAttack","piper_attack.scw",1,12,,,,,,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"SniperGadgetPistolAttack","piper_gadget_pistol_attack.scw",1,13,,,,,,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"SniperGadgetPistolRecoil","piper_gadget_pistol_attack.scw",13,25,,,,,200,,"hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"SniperIdle","piper_idle.scw",1,41,,,100,100,,"TRUE",
"SniperLineAttack","piper_line_friends_attack.scw",1,12,,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"SniperLineGadgetPistolAttack","piper_gadget_pistol_attack.scw",1,13,,,,,,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"SniperLineGadgetPistolRecoil","piper_gadget_pistol_attack.scw",13,25,,,,,200,,"hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"SniperLineIdle","piper_line_friends_idle.scw",1,41,,,100,100,,"TRUE",
"SniperLineLose","piper_line_friends_lose.scw",1,138,,,,,,,5
"SniperLineLoseloop","piper_line_friends_lose.scw",139,168,,,,,,"TRUE",1
"SniperLineProfile","piper_line_friends_portrait.scw",,,,,,,,"TRUE",5
"SniperLinePushback","piper_pushback.scw",1,10,,,50,50,100,,5
"SniperLineRecoil","piper_line_friends_attack.scw",1,25,,,,,200,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"SniperLineReload","piper_line_friends_idle.scw",,10,,,100,100,500,,"hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"SniperLineSecondary","piper_line_friends_super.scw",,-1,,,50,50,50,,5
"SniperLineWalk","piper_line_friends_walk.scw",1,20,,,100,100,,"TRUE",1
"SniperLineWin","piper_line_friends_win.scw",1,159,,,,,,,5
"SniperLineWinloop","piper_line_friends_win.scw",160,201,,,,,,"TRUE",1
"SniperLose","piper_lose.scw",1,61,,,,,,,5
"SniperLoseloop","piper_lose.scw",62,104,,,,,,"TRUE",1
"SniperMariposaAttack","piper_noir_attack.glb",1,12,,,,,,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"SniperMariposaIdle","piper_noir_idle.glb",1,41,,,100,100,,"TRUE",
"SniperMariposaLose","piper_noir_lose.glb",1,160,,,,,,,5
"SniperMariposaLoseloop","piper_noir_lose.glb",125,160,,,,,,"TRUE",1
"SniperMariposaProfile","piper_noir_portrait.glb",,,,,,,,,5
"SniperMariposaPushback","piper_noir_pushback.glb",1,10,,,50,50,100,,5
"SniperMariposaRecoil","piper_noir_attack.glb",1,25,,,,,200,,"hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"SniperMariposaReload","piper_noir_idle.glb",,10,,,100,100,500,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"SniperMariposaSecondary","piper_noir_super.glb",,-1,,,50,50,50,,5
"SniperMariposaWalk","piper_noir_walk.glb",1,20,,,100,100,,"TRUE",1
"SniperMariposaWin","piper_noir_win.glb",1,147,,,,,,,5
"SniperMariposaWinloop","piper_noir_win.glb",147,188,,,,,,"TRUE",1
"SniperMoonAttack","piper_lunar_attack.glb",1,12,,,,,,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"SniperMoonIdle","piper_lunar_idle.glb",1,41,,,100,100,,"TRUE",
"SniperMoonLose","piper_lunar_lose.glb",1,100,,,,,,,5
"SniperMoonLoseloop","piper_lunar_lose.glb",100,100,,,,,,"TRUE",1
"SniperMoonProfile","piper_lunar_portrait.glb",,,,,,,,,5
"SniperMoonPushback","piper_pushback.scw",1,10,,,50,50,100,,5
"SniperMoonRecoil","piper_lunar_attack.glb",1,25,,,,,200,,"hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"SniperMoonReload","piper_lunar_idle.glb",,10,,,100,100,500,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"SniperMoonSecondary","piper_super.scw",,-1,,,50,50,50,,5
"SniperMoonWalk","piper_lunar_walk.glb",1,20,,,100,100,,"TRUE",1
"SniperMoonWin","piper_lunar_win.glb",1,133,,,,,,,5
"SniperMoonWinloop","piper_lunar_win.glb",134,213,,,,,,"TRUE",1
"SniperProfile","piper_portrait.scw",,,,,,,,,5
"SniperPushback","piper_pushback.scw",1,10,,,50,50,100,,5
"SniperRecoil","piper_attack.scw",1,25,,,,,200,,"hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"SniperReload","piper_idle.scw",,10,,,100,100,500,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"SniperSecondary","piper_super.scw",,-1,,,50,50,50,,5
"SniperValentinesAttack","piper_valentines_attack.scw",1,12,,,,,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"SniperValentinesIdle","piper_valentines_idle.scw",1,41,,,100,100,,"TRUE",
"SniperValentinesLose","piper_valentines_lose.scw",1,61,,,,,,,5
"SniperValentinesLoseloop","piper_valentines_lose.scw",62,104,,,,,,"TRUE",1
"SniperValentinesRecoil","piper_valentines_attack.scw",1,25,,,,,200,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"SniperValentinesReload","piper_valentines_idle.scw",,10,,,100,100,500,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"SniperValentinesWalk","piper_valentines_run.scw",1,20,,,100,100,,"TRUE",1
"SniperValentinesWin","piper_valentines_win.scw",1,114,,,,,,,5
"SniperValentinesWinloop","piper_valentines_win.scw",115,155,,,,,,"TRUE",1
"SniperWalk","piper_walk.scw",1,20,,,100,100,,"TRUE",1
"SniperWin","piper_win.scw",1,114,,,,,,,5
"SniperWinloop","piper_win.scw",115,155,,,,,,"TRUE",1
"SoulCollectorworldfinalsIdle","gus_world_finals_idle.glb",,-1,-1,,200,200,200,"TRUE",
"SoulCollectorworldfinalsLose","gus_world_finals_lose.glb",,148,-1,,,,,,
"SoulCollectorworldfinalsLoseloop","gus_world_finals_lose.glb",117,150,-1,,,,,"TRUE",
"SoulCollectorworldfinalsPortrait","gus_worldfinals_pose.glb",,,-1,,,,,,
"SoulCollectorworldfinalsPrimary","gus_world_finals_attack.glb",,4,-1,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"SoulCollectorworldfinalsPrimaryRecoil","gus_world_finals_attack.glb",,23,-1,,,100,250,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"SoulCollectorworldfinalsPushback","gus_world_finals_pushback.glb",,15,-1,,20,250,250,,
"SoulCollectorworldfinalsWalk","gus_world_finals_walk.glb",1,28,-1,,200,200,200,"TRUE",1
"SoulCollectorworldfinalsWin","gus_world_finals_win.glb",,200,-1,,,,,,
"SoulCollectorworldfinalsWinloop","gus_world_finals_win.glb",118,158,-1,,,,,"TRUE",
"SpawnerDudeDarumaAttack","mrp_daruma_attack.glb",,5,,,,,,,"R_gunbone_01_s#4+hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"SpawnerDudeDarumaIdle","mrp_daruma_idle.glb",,-1,,,100,100,100,"TRUE",1
"SpawnerDudeDarumaLose","mrp_daruma_lose.glb",,184,,,,,,,5
"SpawnerDudeDarumaLoseloop","mrp_daruma_lose.glb",185,224,,,,,,"TRUE",1
"SpawnerDudeDarumaPortrait","mrp_daruma_portrait.glb",1,1,,,,,,,5
"SpawnerDudeDarumaPushBack","mrp_daruma_idle.glb",,-1,,,100,100,100,,5
"SpawnerDudeDarumaRecoil","mrp_daruma_attack.glb",6,20,,,,200,50,,"R_gunbone_01_s#5+hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0"
"SpawnerDudeDarumaWalk","mrp_daruma_walk.glb",1,-1,,,100,100,100,"TRUE",
"SpawnerDudeDarumaWin","mrp_daruma_win.glb",,130,,,,,,,5
"SpawnerDudeDarumaWinloop","mrp_daruma_win.glb",131,170,,,,,,"TRUE",1
"SpawnerDudeDraculaAttack","mrp_count_pengula_attack.glb",,5,,,,,,,"R_gunbone_01_s#4+hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"SpawnerDudeDraculaIdle","mrp_count_pengula_idle.glb",,28,,,100,100,100,"TRUE",1
"SpawnerDudeDraculaLose","mrp_count_pengula_lose.glb",,118,,,,,,,5
"SpawnerDudeDraculaLoseloop","mrp_count_pengula_lose.glb",97,118,,,,,,"TRUE",1
"SpawnerDudeDraculaPortrait","mrp_count_pengula_portrait.glb",,9,,,,,,"TRUE",5
"SpawnerDudeDraculaPushBack","mrp_count_pengula_idle.glb",,28,,,100,100,100,,5
"SpawnerDudeDraculaRecoil","mrp_count_pengula_attack.glb",6,20,,,,200,50,,"R_gunbone_01_s#5+hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0"
"SpawnerDudeDraculaWalk","mrp_count_pengula_walk.glb",,23,,,100,100,100,"TRUE",
"SpawnerDudeDraculaWin","mrp_count_pengula_win.glb",,153,,,,,,,5
"SpawnerDudeDraculaWinloop","mrp_count_pengula_win.glb",123,155,,,,,,"TRUE",1
"SpawnerDudeFlyAttack","mrp_fly_attack.glb",,28,,,,,,,"R_gunbone_01_s#4+hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"SpawnerDudeFlyIdle","mrp_fly_idle.glb",,28,,,100,100,100,"TRUE",1
"SpawnerDudeFlyLose","mrp_fly_lose.glb",,239,,,,,,,5
"SpawnerDudeFlyLoseloop","mrp_fly_lose.glb",190,240,,,,,,"TRUE",1
"SpawnerDudeFlyPortrait","mrp_portrait.scw",,-1,,,,,,"TRUE",5
"SpawnerDudeFlyPushBack","mrp_fly_idle.glb",,28,,,100,100,100,,5
"SpawnerDudeFlyRecoil","mrp_fly_attack.glb",6,28,,,,200,50,,"R_gunbone_01_s#5+hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0"
"SpawnerDudeFlyWalk","mrp_fly_walk.glb",1,23,,,100,100,100,"TRUE",
"SpawnerDudeFlyWin","mrp_fly_win.glb",,224,,,,,,,5
"SpawnerDudeFlyWinloop","mrp_fly_win.glb",179,226,,,,,,"TRUE",1
"SpawnerDudeTurretDarumaIdle","mrp_spawner_idle.scw",,-1,,,,,,"TRUE",1
"SpawnerDudeTurretDarumaSpawn","mrp_spawner_spawn.scw",,84,,,,,,,5
"SpawnerDudeTurretDarumaSpawnLoop","mrp_spawner_spawn.scw",84,100,,,,,,"TRUE",1
"SpawnerDudeTurretDraculaIdle","mrp_count_pengula_pet_spawn.glb",85,85,,,,,,"TRUE",1
"SpawnerDudeTurretDraculaSpawn","mrp_count_pengula_pet_spawn.glb",,84,,,,,,,5
"SpawnerDudeTurretDraculaSpawnLoop","mrp_count_pengula_pet_spawn.glb",85,85,,,,,,"TRUE",1
"SpawnerDudeTurretFlyIdle","mrp_fly_spawn_init.glb",82,-1,,,,,,"TRUE",1
"SpawnerDudeTurretFlySpawn","mrp_fly_spawn_init.glb",,84,,,,,,,5
"SpawnerDudeTurretFlySpawnLoop","mrp_fly_spawn_init.glb",84,100,,,,,,"TRUE",1
"SpawnerPetDarumaAttack","mrp_count_pengula_pet_attack.glb",4,15,-1,,,100,100,,3
"SpawnerPetDarumaIdle","mrp_pet_idle.scw",,-1,,,100,100,100,"TRUE",1
"SpawnerPetDarumaWalk","mrp_count_pengula_pet_walk.glb",,-1,,,100,100,100,"TRUE",
"SpawnerPetDraculaIdle","mrp_count_pengula_pet_idle.glb",,-1,,,100,100,100,"TRUE",1
"SpawnerPetDraculaPrimarySkill","mrp_count_pengula_pet_attack.glb",4,15,-1,,,100,100,,3
"SpawnerPetDraculaWalk","mrp_count_pengula_pet_walk.glb",,13,,,100,100,100,"TRUE",
"SpawnerPetFlyAttack","mrp_count_pengula_pet_attack.glb",4,15,-1,,,100,100,,3
"SpawnerPetFlyIdle","mrp_count_pengula_pet_idle.glb",,-1,,,100,100,100,"TRUE",1
"SpawnerPetFlyWalk","mrp_count_pengula_pet_walk.glb",,-1,,,100,100,100,"TRUE",
"SpeedBoosterDefaultIdle","stu_tire_geo.glb",1,1,-1,,,,,"TRUE",
"SpeedyHermesIdle","max_hermes_idle.glb",1,30,,,50,50,,"TRUE",
"SpeedyHermesLose","max_hermes_lose.glb",1,70,,,,,,,
"SpeedyHermesLoseloop","max_hermes_lose.glb",71,100,,,,,,"TRUE",
"SpeedyHermesPortrait","max_portrait.scw",,-1,,,,,,"TRUE",
"SpeedyHermesPrimary","max_hermes_attack.glb",,4,,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"SpeedyHermesPushback","max_pushback.scw",,10,,,50,100,50,,
"SpeedyHermesRecoil","max_hermes_attack.glb",5,21,,,,,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"SpeedyHermesReload","max_reload.scw",3,20,,,100,100,100,,"spine_lower_s#0+L_clavicle_s#2+R_clavicle_s#2"
"SpeedyHermesSecondary","max_hermes_super.glb",,,,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"SpeedyHermesSecondaryRecoil","max_hermes_super.glb",,-1,,,50,50,50,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"SpeedyHermesWalk","max_hermes_walk.glb",1,20,,,50,50,,"TRUE",1
"SpeedyHermesWin","max_hermes_win.glb",,152,,,,,,,5
"SpeedyHermesWinloop","max_hermes_win.glb",153,181,,,,,,"TRUE",1
"SpeedyLeopardIdle","max_leopard_idle.glb",1,30,,,50,50,,"TRUE",
"SpeedyLeopardLose","max_leopard_lose.glb",,-1,,,,,,,
"SpeedyLeopardLoseloop","max_leopard_lose.glb",161,199,,,,,,"TRUE",
"SpeedyLeopardPortrait","max_portrait.scw",,-1,,,,,,"TRUE",
"SpeedyLeopardPrimary","max_leopard_attack.glb",,4,,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"SpeedyLeopardPushback","max_leopard_pushback.glb",,10,,,50,100,50,,
